waktu,provinsi,kab_kota,jumlah_merchant
2024-10-26,Prov. Sulawesi Selatan,Kab. Bulukumba,1.0
2024-10-26,Prov. Sulawesi Selatan,Kab. Soppeng,1.0
2024-10-26,Prov. Sulawesi Selatan,Kab. Toraja Utara,1.0
2024-10-26,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-10-26,Prov. Sumatera Selatan,Kab. Banyuasin,1.0
2024-10-26,Prov. Sumatera Utara,Kota Gunungsitoli,1.0
2024-10-26,Prov. Kepulauan Riau,Kota Batam,1.0
2024-10-26,Prov. Riau,Kab. Bengkalis,1.0
2024-10-26,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-10-26,Prov. Lampung,Kota Bandar Lampung,1.0
2024-10-26,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-26,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-10-26,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-10-26,Prov. Jawa Barat,Kab. Bandung,1.0
2024-10-26,Prov. Jawa Barat,Kab. Bogor,3.0
2024-10-26,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-26,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-10-26,Prov. Jawa Barat,Kota Depok,1.0
2024-10-26,Prov. Jawa Tengah,Kab. Blora,1.0
2024-10-26,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-10-26,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-10-26,Prov. Jawa Tengah,Kab. Rembang,1.0
2024-10-26,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-10-26,Prov. Jawa Timur,Kab. Kediri,1.0
2024-10-26,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-26,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-10-26,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-26,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-27,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-10-27,Prov. Jawa Timur,Kab. Jombang,1.0
2024-10-27,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-10-27,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-27,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-10-27,Prov. Sumatera Barat,Kab. Dharmasraya,1.0
2024-10-27,Prov. Sumatera Barat,Kota Padang,1.0
2024-10-27,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-10-27,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-10-27,Prov. Jawa Tengah,Kab. Sukoharjo,2.0
2024-10-27,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-10-27,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-10-27,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-27,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-10-27,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-10-27,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-10-27,Prov. Banten,Kota Serang,1.0
2024-10-27,Prov. Jawa Barat,Kab. Indramayu,1.0
2024-10-27,Prov. Jawa Barat,Kota Bekasi,1.0
2024-10-27,Prov. Jawa Barat,Kota Sukabumi,1.0
2024-10-27,Prov. Jawa Barat,Kab. Bogor,1.0
2024-10-28,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-28,Prov. Jawa Timur,Kab. Kediri,1.0
2024-10-28,Prov. Jawa Timur,Kab. Madiun,1.0
2024-10-28,Prov. Jawa Timur,Kab. Malang,1.0
2024-10-28,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-10-28,Prov. Jawa Timur,Kab. Pamekasan,1.0
2024-10-28,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-10-28,Prov. Jawa Timur,Kab. Blitar,2.0
2024-10-28,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-10-28,Prov. Jawa Timur,Kota Blitar,1.0
2024-10-28,Prov. Nusa Tenggara Timur,Kota Kupang,1.0
2024-10-28,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,1.0
2024-10-28,Prov. Lampung,Kota Metro,1.0
2024-10-28,Prov. Sumatera Utara,Kab. Deli Serdang,2.0
2024-10-28,Prov. Riau,Kab. Indragiri Hilir,1.0
2024-10-28,Prov. Sulawesi Barat,Kab. Mamuju Tengah,1.0
2024-10-28,Prov. Sumatera Barat,Kab. Solok,1.0
2024-10-28,Prov. Sumatera Barat,Kota Padang,1.0
2024-10-28,Prov. Sumatera Selatan,Kab. Banyuasin,1.0
2024-10-28,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-10-28,Prov. Jawa Tengah,Kota Semarang,1.0
2024-10-28,Prov. Kalimantan Barat,Kab. Mempawah,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Tegal,2.0
2024-10-28,Prov. Nusa Tenggara Timur,Kab. Malaka,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Purbalingga,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-28,Prov. Bali,Kab. Gianyar,1.0
2024-10-28,Prov. Bali,Kota Denpasar,1.0
2024-10-28,Prov. Banten,Kab. Tangerang,1.0
2024-10-28,Prov. Banten,Kota Tangerang,2.0
2024-10-28,Prov. D.I. Yogyakarta,Kab. Bantul,3.0
2024-10-28,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-10-28,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-10-28,Prov. Jawa Barat,Kab. Bandung,1.0
2024-10-28,Prov. Jawa Barat,Kab. Bogor,1.0
2024-10-28,Prov. D.I. Yogyakarta,Kab. Sleman,3.0
2024-10-28,Prov. Jawa Barat,Kab. Majalengka,1.0
2024-10-28,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-28,Prov. Jawa Barat,Kab. Tasikmalaya,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Banyumas,3.0
2024-10-28,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-10-28,Prov. Jawa Tengah,Kab. Demak,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-10-28,Prov. Jawa Tengah,Kab. Kendal,3.0
2024-10-28,Prov. Jawa Barat,Kab. Karawang,2.0
2024-10-28,Prov. Jawa Tengah,Kab. Pemalang,1.0
2024-10-29,Prov. Kalimantan Utara,Kab. Malinau,1.0
2024-10-29,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-10-29,Prov. Jawa Timur,Kota Madiun,1.0
2024-10-29,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-10-29,Prov. Jawa Timur,Kab. Bangkalan,1.0
2024-10-29,Prov. Jawa Timur,Kab. Pacitan,1.0
2024-10-29,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-10-29,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-10-29,Prov. Kepulauan Riau,Kab. Kepulauan Anambas,1.0
2024-10-29,Prov. Jawa Timur,Kab. Probolinggo,4.0
2024-10-29,Prov. Lampung,Kab. Mesuji,1.0
2024-10-29,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-10-29,Prov. Nusa Tenggara Barat,Kab. Sumbawa,1.0
2024-10-29,Prov. Nusa Tenggara Barat,Kota Mataram,1.0
2024-10-29,Prov. Nusa Tenggara Timur,Kab. Ngada,1.0
2024-10-29,Prov. Riau,Kab. Kuantan Singingi,1.0
2024-10-29,Prov. Riau,Kab. Rokan Hulu,1.0
2024-10-29,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-10-29,Prov. Sumatera Barat,Kab. Dharmasraya,1.0
2024-10-29,Prov. Sumatera Barat,Kab. Pesisir Selatan,1.0
2024-10-29,Prov. Sumatera Barat,Kota Sawah Lunto,1.0
2024-10-29,Prov. Sumatera Selatan,Kab. Musi Banyuasin,1.0
2024-10-29,Prov. Sumatera Selatan,Kota Prabumulih,1.0
2024-10-29,Prov. Nusa Tenggara Barat,Kab. Lombok Timur,1.0
2024-10-29,Prov. Jawa Tengah,Kota Magelang,1.0
2024-10-29,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-10-29,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-10-29,Prov. Bali,Kab. Badung,1.0
2024-10-29,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-10-29,Prov. Banten,Kab. Tangerang,2.0
2024-10-29,Prov. Banten,Kota Cilegon,1.0
2024-10-29,Prov. Banten,Kota Serang,1.0
2024-10-29,Prov. Banten,Kota Tangerang,2.0
2024-10-29,Prov. Banten,Kota Tangerang Selatan,1.0
2024-10-29,Prov. D.I. Yogyakarta,Kab. Sleman,3.0
2024-10-29,Prov. D.I. Yogyakarta,Kota Yogyakarta,3.0
2024-10-29,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-10-29,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
2024-10-29,Prov. Bali,Kab. Karang Asem,1.0
2024-10-29,Prov. Jawa Barat,Kab. Bogor,3.0
2024-10-29,Prov. Jawa Barat,Kab. Bandung,1.0
2024-10-29,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-10-29,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-29,Prov. Jawa Tengah,Kab. Brebes,2.0
2024-10-29,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-29,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-10-29,Prov. Jawa Barat,Kota Bogor,1.0
2024-10-29,Prov. Jawa Barat,Kota Bekasi,1.0
2024-10-29,Prov. Jawa Barat,Kota Bandung,2.0
2024-10-29,Prov. Jawa Tengah,Kab. Banyumas,2.0
2024-10-30,Prov. Kepulauan Bangka Belitung,Kab. Bangka Selatan,1.0
2024-10-30,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-10-30,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-30,Prov. Jawa Timur,Kota Blitar,1.0
2024-10-30,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-30,Prov. Kalimantan Barat,Kab. Melawi,1.0
2024-10-30,Prov. Kalimantan Selatan,Kab. Banjar,1.0
2024-10-30,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-10-30,Prov. Nusa Tenggara Timur,Kab. Nagakeo,1.0
2024-10-30,Prov. Sulawesi Selatan,Kab. Soppeng,1.0
2024-10-30,Prov. Sulawesi Selatan,Kab. Barru,1.0
2024-10-30,Prov. Sulawesi Selatan,Kab. Bulukumba,1.0
2024-10-30,Prov. Sulawesi Selatan,Kab. Gowa,3.0
2024-10-30,Prov. Sumatera Barat,Kab. Agam,1.0
2024-10-30,Prov. Sumatera Barat,Kab. Tanah Datar,2.0
2024-10-30,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-10-30,Prov. Sumatera Utara,Kab. Dairi,1.0
2024-10-30,Prov. Jawa Timur,Kab. Kediri,1.0
2024-10-30,Prov. Sulawesi Barat,Kab. Mamuju Tengah,1.0
2024-10-30,Prov. Jawa Timur,Kab. Gresik,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-10-30,Prov. Jawa Tengah,Kota Semarang,3.0
2024-10-30,Prov. Banten,Kota Tangerang,1.0
2024-10-30,Prov. Bengkulu,Kab. Muko-muko,1.0
2024-10-30,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-10-30,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-10-30,Prov. Jawa Barat,Kab. Bandung,1.0
2024-10-30,Prov. Jawa Barat,Kab. Bogor,4.0
2024-10-30,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-10-30,Prov. Jawa Barat,Kab. Sumedang,1.0
2024-10-30,Prov. Jawa Barat,Kota Bandung,1.0
2024-10-30,Prov. Bali,Kab. Gianyar,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-30,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Demak,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-10-30,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Pati,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-10-30,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-10-30,Prov. Jawa Barat,Kota Depok,2.0
2024-10-31,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-10-31,Prov. Kalimantan Timur,Kab. Kutai Timur,1.0
2024-10-31,Prov. Kalimantan Barat,Kab. Sekadau,1.0
2024-10-31,Prov. Jawa Timur,Kab. Malang,1.0
2024-10-31,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-31,Prov. Jawa Timur,Kota Probolinggo,1.0
2024-10-31,Prov. Lampung,Kab. Pringsewu,1.0
2024-10-31,Prov. Kalimantan Barat,Kab. Mempawah,1.0
2024-10-31,Prov. Riau,Kab. Bengkalis,1.0
2024-10-31,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-10-31,Prov. Sulawesi Selatan,Kab. Enrekang,1.0
2024-10-31,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-10-31,Prov. Sulawesi Selatan,Kota Palopo,1.0
2024-10-31,Prov. Sulawesi Tengah,Kab. Donggala,1.0
2024-10-31,Prov. Sumatera Barat,Kota Padang,2.0
2024-10-31,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-10-31,Prov. Sumatera Utara,Kota Pematangsiantar,1.0
2024-10-31,Prov. Jawa Timur,Kab. Bojonegoro,2.0
2024-10-31,Prov. Sulawesi Barat,Kab. Mamuju Tengah,1.0
2024-10-31,Prov. Jawa Timur,Kab. Bangkalan,2.0
2024-10-31,Prov. Jawa Tengah,Kota Semarang,1.0
2024-10-31,Prov. Aceh,Kab. Aceh Singkil,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Wonosobo,2.0
2024-10-31,Prov. Aceh,Kab. Aceh Utara,1.0
2024-10-31,Prov. Bali,Kab. Buleleng,1.0
2024-10-31,Prov. Banten,Kab. Tangerang,1.0
2024-10-31,Prov. Banten,Kota Tangerang,2.0
2024-10-31,Prov. Banten,Kota Tangerang Selatan,2.0
2024-10-31,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-10-31,Prov. Jawa Barat,Kab. Bogor,1.0
2024-10-31,Prov. Jawa Barat,Kab. Kuningan,1.0
2024-10-31,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-10-31,Prov. Jawa Barat,Kab. Tasikmalaya,2.0
2024-10-31,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Rembang,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Pati,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Batang,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-31,Prov. Jawa Barat,Kota Bandung,1.0
2024-10-31,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-11-01,Prov. Lampung,Kota Bandar Lampung,1.0
2024-11-01,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-11-01,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-11-01,Prov. Kalimantan Selatan,Kab. Balangan,1.0
2024-11-01,Prov. Kalimantan Tengah,Kab. Barito Selatan,1.0
2024-11-01,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-11-01,Prov. Kalimantan Timur,Kab. Kutai Timur,1.0
2024-11-01,Prov. Kepulauan Riau,Kota Tanjungpinang,2.0
2024-11-01,Prov. Lampung,Kota Metro,1.0
2024-11-01,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-11-01,Prov. Riau,Kab. Bengkalis,1.0
2024-11-01,Prov. Riau,Kab. Rokan Hilir,1.0
2024-11-01,Prov. Riau,Kota Pekanbaru,1.0
2024-11-01,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,1.0
2024-11-01,Prov. Sulawesi Selatan,Kab. Pinrang,1.0
2024-11-01,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-11-01,Prov. Sumatera Utara,Kab. Batubara,1.0
2024-11-01,Prov. Sumatera Utara,Kab. Simalungun,1.0
2024-11-01,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-11-01,Prov. Nusa Tenggara Timur,Kab. Sikka,1.0
2024-11-01,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-11-01,Prov. Jawa Barat,Kota Bekasi,1.0
2024-11-01,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-11-01,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-11-01,Prov. Banten,Kab. Tangerang,1.0
2024-11-01,Prov. Banten,Kota Tangerang,1.0
2024-11-01,Prov. Banten,Kota Tangerang Selatan,2.0
2024-11-01,Prov. D.I. Yogyakarta,Kab. Bantul,2.0
2024-11-01,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-11-01,Prov. Jawa Barat,Kab. Bogor,5.0
2024-11-01,Prov. Jawa Barat,Kab. Cirebon,1.0
2024-11-01,Prov. Jawa Barat,Kota Bandung,1.0
2024-11-01,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Blora,2.0
2024-11-01,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Pekalongan,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Temanggung,2.0
2024-11-01,Prov. Jawa Tengah,Kota Semarang,1.0
2024-11-01,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-11-01,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-11-02,Prov. Sumatera Utara,Kab. Simalungun,1.0
2024-11-02,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-11-02,Prov. Jawa Tengah,Kab. Purworejo,1.0
2024-11-02,Prov. Jawa Tengah,Kab. Wonosobo,3.0
2024-11-02,Prov. Jawa Tengah,Kota Semarang,1.0
2024-11-02,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,1.0
2024-11-02,Prov. Kalimantan Selatan,Kab. Banjar,1.0
2024-11-02,Prov. Kalimantan Timur,Kota Balikpapan,1.0
2024-11-02,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-11-02,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-11-02,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-11-02,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-11-02,Prov. Jawa Tengah,Kab. Batang,1.0
2024-11-02,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-11-02,Prov. Jawa Barat,Kab. Subang,1.0
2024-11-02,Prov. Jawa Barat,Kota Bekasi,1.0
2024-11-02,Prov. Bali,Kab. Buleleng,1.0
2024-11-02,Prov. Banten,Kota Cilegon,1.0
2024-11-02,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-11-02,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-11-02,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-11-02,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-11-02,Prov. Jawa Barat,Kab. Bogor,3.0
2024-11-02,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-11-02,Prov. Jawa Barat,Kab. Garut,1.0
2024-11-02,Prov. Jambi,Kab. Batang Hari,1.0
2024-11-03,Prov. Nusa Tenggara Timur,Kab. Sumba Timur,1.0
2024-11-03,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-11-03,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-11-03,Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,1.0
2024-11-03,Prov. Riau,Kab. Rokan Hilir,1.0
2024-11-03,Prov. Jawa Tengah,Kab. Magelang,2.0
2024-11-03,Prov. Sumatera Utara,Kab. Asahan,1.0
2024-11-03,Prov. Sumatera Utara,Kab. Batubara,1.0
2024-11-03,Prov. Sumatera Utara,Kab. Serdang Bedagai,1.0
2024-11-03,Prov. Sumatera Utara,Kab. Tapanuli Tengah,1.0
2024-11-03,Prov. Sumatera Barat,Kota Padang,1.0
2024-11-03,Prov. Jawa Tengah,Kab. Brebes,1.0
2024-11-03,Prov. Jawa Timur,Kab. Kediri,1.0
2024-11-03,Prov. Jawa Barat,Kab. Tasikmalaya,1.0
2024-11-03,Prov. Bali,Kab. Bangli,1.0
2024-11-03,Prov. Bengkulu,Kab. Bengkulu Selatan,1.0
2024-11-03,Prov. Bengkulu,Kab. Muko-muko,1.0
2024-11-03,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-11-03,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-11-03,Prov. Banten,Kota Tangerang,1.0
2024-11-03,Prov. Jawa Barat,Kab. Karawang,1.0
2024-11-03,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-11-03,Prov. Jawa Barat,Kota Bekasi,1.0
2024-11-03,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-11-03,Prov. Jawa Barat,Kab. Bogor,1.0
2024-11-04,Prov. Kalimantan Timur,Kota Balikpapan,1.0
2024-11-04,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-11-04,Prov. Jawa Tengah,Kota Tegal,2.0
2024-11-04,Prov. Jawa Timur,Kab. Kediri,1.0
2024-11-04,Prov. Jawa Timur,Kota Malang,1.0
2024-11-04,Prov. Jawa Timur,Kota Pasuruan,1.0
2024-11-04,Prov. Jawa Timur,Kota Surabaya,2.0
2024-11-04,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-11-04,Prov. Kalimantan Selatan,Kota Banjarbaru,1.0
2024-11-04,Prov. Riau,Kota Pekanbaru,1.0
2024-11-04,Prov. Sumatera Selatan,Kota Palembang,1.0
2024-11-04,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-11-04,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-11-04,Prov. Sulawesi Tengah,Kab. Tolitoli,1.0
2024-11-04,Prov. Sumatera Barat,Kab. Solok,1.0
2024-11-04,Prov. Jawa Tengah,Kota Pekalongan,1.0
2024-11-04,Prov. Sumatera Utara,Kab. Asahan,1.0
2024-11-04,Prov. Sumatera Utara,Kab. Samosir,1.0
2024-11-04,Prov. Sumatera Utara,Kab. Serdang Bedagai,1.0
2024-11-04,Prov. Sumatera Utara,Kota Medan,1.0
2024-11-04,Prov. Sulawesi Barat,Kab. Mamuju,2.0
2024-11-04,Prov. Jawa Tengah,Kab. Wonosobo,2.0
2024-11-04,Prov. Kalimantan Barat,Kota Pontianak,2.0
2024-11-04,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-11-04,Prov. Jawa Tengah,Kab. Wonogiri,1.0
2024-11-04,Prov. Bali,Kab. Jembrana,1.0
2024-11-04,Prov. Banten,Kab. Tangerang,1.0
2024-11-04,Prov. Banten,Kota Tangerang,1.0
2024-11-04,Prov. Banten,Kota Tangerang Selatan,1.0
2024-11-04,Prov. Bengkulu,Kab. Muko-muko,1.0
2024-11-04,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-11-04,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-11-04,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-11-04,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-11-04,Prov. Bengkulu,Kab. Bengkulu Utara,1.0
2024-11-04,Prov. Jawa Barat,Kab. Bogor,1.0
2024-11-04,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-11-04,Prov. Jawa Barat,Kab. Karawang,1.0
2024-11-04,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-11-04,Prov. Jawa Barat,Kab. Sukabumi,2.0
2024-11-04,Prov. Jawa Barat,Kota Bekasi,3.0
2024-11-04,Prov. Jawa Barat,Kota Cimahi,1.0
2024-11-04,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-11-04,Prov. Gorontalo,Kab. Gorontalo,1.0
2024-11-04,Prov. Jawa Tengah,Kab. Purworejo,2.0
2024-11-05,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-11-05,Prov. Kalimantan Barat,Kota Singkawang,1.0
2024-11-05,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-11-05,Prov. Kalimantan Barat,Kab. Sanggau,1.0
2024-11-05,Prov. Jawa Timur,Kota Surabaya,3.0
2024-11-05,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-11-05,Prov. Jawa Timur,Kab. Pamekasan,1.0
2024-11-05,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-11-05,Prov. Jawa Timur,Kab. Sampang,1.0
2024-11-05,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-11-05,Prov. Kalimantan Selatan,Kab. Hulu Sungai Utara,1.0
2024-11-05,Prov. Jawa Timur,Kab. Malang,1.0
2024-11-05,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-11-05,Prov. Kalimantan Timur,Kota Samarinda,1.0
2024-11-05,Prov. Sumatera Barat,Kota Payakumbuh,2.0
2024-11-05,Prov. Lampung,Kab. Lampung Tengah,1.0
2024-11-05,Prov. Lampung,Kota Metro,1.0
2024-11-05,Prov. Maluku,Kab. Maluku Tengah,1.0
2024-11-05,Prov. Nusa Tenggara Barat,Kab. Dompu,1.0
2024-11-05,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,1.0
2024-11-05,Prov. Sulawesi Selatan,Kab. Toraja Utara,1.0
2024-11-05,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-11-05,Prov. Sumatera Barat,Kab. Agam,1.0
2024-11-05,Prov. Sumatera Barat,Kab. Solok Selatan,1.0
2024-11-05,Prov. Sumatera Selatan,Kab. Muara Enim,1.0
2024-11-05,Prov. Sumatera Utara,Kab. Labuhan Batu,1.0
2024-11-05,Prov. Sumatera Utara,Kab. Labuhan Batu Utara,1.0
2024-11-05,Prov. Sumatera Utara,Kota Medan,1.0
2024-11-05,Prov. Jawa Timur,Kab. Magetan,1.0
2024-11-05,Prov. Kepulauan Bangka Belitung,Kab. Bangka Barat,1.0
2024-11-05,Prov. Jawa Timur,Kab. Kediri,3.0
2024-11-05,Prov. Jawa Tengah,Kab. Blora,1.0
2024-11-05,Prov. Jawa Timur,Kab. Bangkalan,1.0
2024-11-05,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-11-05,Prov. Bali,Kab. Karang Asem,1.0
2024-11-05,Prov. Banten,Kab. Lebak,1.0
2024-11-05,Prov. Banten,Kota Tangerang Selatan,1.0
2024-11-05,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-11-05,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-11-05,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-11-05,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-11-05,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-11-05,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-11-05,Prov. D.K.I. Jakarta,Kota Jakarta Utara,1.0
