waktu,provinsi,kab_kota,jumlah_merchant
2024-10-17,Prov. Jawa Tengah,Kab. Purbalingga,2.0
2024-10-17,Prov. Jawa Tengah,Kota Surakarta,1.0
2024-10-17,Prov. Banten,Kota Serang,1.0
2024-10-17,Prov. Banten,Kota Tangerang Selatan,1.0
2024-10-17,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-10-17,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-10-17,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-10-17,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,2.0
2024-10-17,Prov. D.K.I. Jakarta,Kota Jakarta Timur,2.0
2024-10-17,Prov. Jawa Barat,Kab. Bandung,2.0
2024-10-17,Prov. Jawa Barat,Kab. Bogor,2.0
2024-10-17,Prov. Banten,Kab. Pandeglang,1.0
2024-10-17,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-17,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-10-17,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-10-17,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-17,Prov. Jawa Tengah,Kab. Grobogan,2.0
2024-10-17,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-10-17,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-10-17,Prov. Jawa Barat,Kota Sukabumi,1.0
2024-10-17,Prov. Jawa Barat,Kota Bandung,1.0
2024-10-17,Prov. Jawa Tengah,Kab. Cilacap,2.0
2024-10-18,Prov. Jawa Timur,Kab. Malang,1.0
2024-10-18,Prov. Riau,Kab. Kuantan Singingi,1.0
2024-10-18,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-10-18,Prov. Jawa Timur,Kota Mojokerto,1.0
2024-10-18,Prov. Kalimantan Selatan,Kab. Tanah Laut,1.0
2024-10-18,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-10-18,Prov. Kalimantan Timur,Kab. Berau,1.0
2024-10-18,Prov. Lampung,Kab. Mesuji,1.0
2024-10-18,Prov. Sulawesi Tengah,Kota Palu,1.0
2024-10-18,Prov. Sumatera Barat,Kota Pariaman,1.0
2024-10-18,Prov. Sumatera Barat,Kab. Lima Puluh Koto,1.0
2024-10-18,Prov. Sumatera Barat,Kab. Pesisir Selatan,1.0
2024-10-18,Prov. Sumatera Barat,Kota Padang,1.0
2024-10-18,Prov. Sumatera Barat,Kota Solok,1.0
2024-10-18,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu,1.0
2024-10-18,Prov. Sumatera Utara,Kab. Labuhan Batu,1.0
2024-10-18,Prov. Sumatera Utara,Kota Medan,1.0
2024-10-18,Prov. Jawa Timur,Kab. Madiun,1.0
2024-10-18,Prov. Sulawesi Tenggara,Kab. Kolaka Utara,1.0
2024-10-18,Prov. Jawa Timur,Kab. Banyuwangi,1.0
2024-10-18,Prov. Jawa Tengah,Kota Pekalongan,1.0
2024-10-18,Prov. Bali,Kab. Jembrana,1.0
2024-10-18,Prov. Jawa Tengah,Kota Semarang,1.0
2024-10-18,Prov. Bali,Kota Denpasar,1.0
2024-10-18,Prov. Banten,Kab. Serang,1.0
2024-10-18,Prov. Banten,Kab. Tangerang,1.0
2024-10-18,Prov. Banten,Kota Tangerang Selatan,1.0
2024-10-18,Prov. Jawa Barat,Kab. Bandung,1.0
2024-10-18,Prov. Jawa Barat,Kab. Bekasi,2.0
2024-10-18,Prov. Jawa Barat,Kota Banjar,2.0
2024-10-18,Prov. Jawa Barat,Kota Bekasi,1.0
2024-10-18,Prov. D.I. Yogyakarta,Kab. Gunung Kidul,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Batang,1.0
2024-10-18,Prov. Jawa Barat,Kota Depok,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-10-18,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-10-18,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-10-19,Prov. Kalimantan Barat,Kab. Sambas,1.0
2024-10-19,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-10-19,Prov. Jawa Timur,Kab. Ponorogo,1.0
2024-10-19,Prov. Jawa Timur,Kab. Probolinggo,1.0
2024-10-19,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-10-19,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-19,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-10-19,Prov. Kalimantan Barat,Kab. Mempawah,1.0
2024-10-19,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-10-19,Prov. Jawa Timur,Kab. Kediri,2.0
2024-10-19,Prov. Kepulauan Riau,Kota Tanjungpinang,1.0
2024-10-19,Prov. Lampung,Kab. Lampung Selatan,1.0
2024-10-19,Prov. Lampung,Kab. Mesuji,1.0
2024-10-19,Prov. Lampung,Kota Metro,1.0
2024-10-19,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-10-19,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,1.0
2024-10-19,Prov. Sulawesi Selatan,Kota Makassar,1.0
2024-10-19,Prov. Sumatera Utara,Kab. Humbang Hasudutan,1.0
2024-10-19,Prov. Kalimantan Utara,Kota Tarakan,1.0
2024-10-19,Prov. Jawa Timur,Kab. Blitar,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-10-19,Prov. Jawa Tengah,Kota Semarang,1.0
2024-10-19,Prov. Banten,Kab. Lebak,1.0
2024-10-19,Prov. Banten,Kota Serang,3.0
2024-10-19,Prov. Bengkulu,Kab. Lebong,1.0
2024-10-19,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-10-19,Prov. Jambi,Kota Jambi,1.0
2024-10-19,Prov. Jawa Barat,Kab. Ciamis,1.0
2024-10-19,Prov. Jawa Barat,Kab. Cirebon,1.0
2024-10-19,Prov. Jawa Barat,Kab. Purwakarta,2.0
2024-10-19,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-10-19,Prov. Jawa Barat,Kota Bekasi,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Karanganyar,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Klaten,2.0
2024-10-19,Prov. Jawa Barat,Kab. Subang,1.0
2024-10-19,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-20,Prov. Jawa Timur,Kab. Sampang,1.0
2024-10-20,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-20,Prov. Kalimantan Barat,Kota Pontianak,1.0
2024-10-20,Prov. Lampung,Kab. Mesuji,1.0
2024-10-20,Prov. Sumatera Selatan,Kab. Banyuasin,1.0
2024-10-20,Prov. Sulawesi Tengah,Kab. Banggai Kepulauan,1.0
2024-10-20,Prov. Sumatera Utara,Kab. Deli Serdang,1.0
2024-10-20,Prov. Jawa Timur,Kab. Pasuruan,1.0
2024-10-20,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-10-20,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-20,Prov. Riau,Kab. Indragiri Hilir,1.0
2024-10-20,Prov. Jawa Tengah,Kota Semarang,1.0
2024-10-20,Prov. Jawa Timur,Kab. Kediri,1.0
2024-10-20,Prov. Bali,Kab. Tabanan,1.0
2024-10-20,Prov. Banten,Kota Tangerang,1.0
2024-10-20,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-10-20,Prov. Banten,Kab. Lebak,1.0
2024-10-20,Prov. Jawa Barat,Kab. Bogor,2.0
2024-10-20,Prov. Jawa Barat,Kab. Garut,1.0
2024-10-20,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-20,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-10-20,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-10-21,Prov. Jawa Timur,Kota Malang,2.0
2024-10-21,Prov. Kalimantan Selatan,Kab. Tabalong,1.0
2024-10-21,Prov. Kalimantan Selatan,Kab. Banjar,1.0
2024-10-21,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-10-21,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-21,Prov. Jawa Timur,Kota Kediri,1.0
2024-10-21,Prov. Jawa Timur,Kab. Sampang,1.0
2024-10-21,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-21,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-10-21,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-10-21,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-10-21,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-21,Prov. Jawa Tengah,Kota Semarang,1.0
2024-10-21,Prov. Jawa Timur,Kab. Tuban,1.0
2024-10-21,Prov. Kalimantan Utara,Kota Tarakan,1.0
2024-10-21,Prov. Riau,Kab. Pelalawan,1.0
2024-10-21,Prov. Lampung,Kab. Lampung Tengah,1.0
2024-10-21,Prov. Maluku Utara,Kota Ternate,1.0
2024-10-21,Prov. Riau,Kab. Indragiri Hilir,1.0
2024-10-21,Prov. Sulawesi Selatan,Kab. Gowa,2.0
2024-10-21,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-10-21,Prov. Sulawesi Selatan,Kab. Tana Toraja,1.0
2024-10-21,Prov. Sulawesi Tenggara,Kab. Kolaka Timur,1.0
2024-10-21,Prov. Sumatera Barat,Kab. Agam,1.0
2024-10-21,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-10-21,Prov. Sumatera Selatan,Kab. Muara Enim,1.0
2024-10-21,Prov. Sumatera Selatan,Kab. Ogan Komering Ulu Timur,1.0
2024-10-21,Prov. Sumatera Utara,Kota Gunungsitoli,1.0
2024-10-21,Prov. Sumatera Utara,Kota Medan,1.0
2024-10-21,Prov. Jawa Tengah,Kota Pekalongan,1.0
2024-10-21,Prov. Kepulauan Riau,Kab. Karimun,2.0
2024-10-21,Prov. Jawa Tengah,Kab. Wonogiri,1.0
2024-10-21,Prov. Jawa Barat,Kab. Bogor,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-10-21,Prov. Banten,Kab. Lebak,1.0
2024-10-21,Prov. Banten,Kab. Tangerang,2.0
2024-10-21,Prov. Banten,Kota Cilegon,1.0
2024-10-21,Prov. Bengkulu,Kota Bengkulu,3.0
2024-10-21,Prov. D.K.I. Jakarta,Kota Jakarta Timur,1.0
2024-10-21,Prov. Gorontalo,Kab. Gorontalo Utara,2.0
2024-10-21,Prov. Jawa Barat,Kab. Bandung,1.0
2024-10-21,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-10-21,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-10-21,Prov. Jawa Barat,Kab. Subang,2.0
2024-10-21,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-21,Prov. Jawa Barat,Kab. Tasikmalaya,2.0
2024-10-21,Prov. Jawa Barat,Kota Banjar,1.0
2024-10-21,Prov. Jawa Barat,Kota Bekasi,2.0
2024-10-21,Prov. Banten,Kota Tangerang Selatan,1.0
2024-10-21,Prov. Jawa Barat,Kota Depok,1.0
2024-10-21,Prov. Jawa Barat,Kota Bogor,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Purworejo,2.0
2024-10-21,Prov. Jawa Tengah,Kab. Purbalingga,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Pekalongan,2.0
2024-10-21,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Klaten,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Tegal,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Karanganyar,2.0
2024-10-21,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Boyolali,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Batang,1.0
2024-10-21,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-21,Prov. Jawa Barat,Kota Sukabumi,1.0
2024-10-22,Prov. Kalimantan Timur,Kota Balikpapan,1.0
2024-10-22,Prov. Kalimantan Timur,Kab. Paser,1.0
2024-10-22,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,2.0
2024-10-22,Prov. Kalimantan Barat,Kab. Landak,1.0
2024-10-22,Prov. Kepulauan Bangka Belitung,Kab. Bangka Tengah,1.0
2024-10-22,Prov. Jawa Timur,Kab. Tulungagung,1.0
2024-10-22,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-10-22,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-22,Prov. Jawa Timur,Kab. Kediri,1.0
2024-10-22,Prov. Kalimantan Selatan,Kab. Tanah Bumbu,1.0
2024-10-22,Prov. Kepulauan Bangka Belitung,Kab. Belitung,1.0
2024-10-22,Prov. Riau,Kab. Kampar,1.0
2024-10-22,Prov. Nusa Tenggara Timur,Kab. Nagakeo,1.0
2024-10-22,Prov. Riau,Kab. Pelalawan,1.0
2024-10-22,Prov. Riau,Kab. Rokan Hulu,1.0
2024-10-22,Prov. Sulawesi Selatan,Kab. Bulukumba,1.0
2024-10-22,Prov. Sumatera Barat,Kab. Agam,2.0
2024-10-22,Prov. Sumatera Barat,Kota Padang,1.0
2024-10-22,Prov. Sumatera Selatan,Kab. Muara Enim,1.0
2024-10-22,Prov. Sumatera Selatan,Kota Palembang,2.0
2024-10-22,Prov. Jawa Timur,Kab. Jombang,1.0
2024-10-22,Prov. Sumatera Utara,Kab. Humbang Hasudutan,1.0
2024-10-22,Prov. Lampung,Kab. Way Kanan,1.0
2024-10-22,Prov. Sulawesi Selatan,Kota Parepare,2.0
2024-10-22,Prov. Jawa Timur,Kab. Jember,1.0
2024-10-22,Prov. Jawa Timur,Kab. Bangkalan,1.0
2024-10-22,Prov. Jawa Timur,Kab. Bondowoso,1.0
2024-10-22,Prov. Banten,Kab. Pandeglang,1.0
2024-10-22,Prov. Banten,Kab. Serang,1.0
2024-10-22,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-10-22,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-10-22,Prov. Jawa Barat,Kab. Karawang,1.0
2024-10-22,Prov. Jawa Barat,Kab. Kuningan,1.0
2024-10-22,Prov. Jawa Barat,Kab. Purwakarta,1.0
2024-10-22,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-22,Prov. Jawa Barat,Kota Bandung,2.0
2024-10-22,Prov. Jawa Barat,Kota Bekasi,2.0
2024-10-22,Prov. Jawa Barat,Kab. Ciamis,2.0
2024-10-22,Prov. Jawa Tengah,Kab. Banjarnegara,3.0
2024-10-22,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-10-22,Prov. Jawa Barat,Kota Bogor,2.0
2024-10-22,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-10-22,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-10-23,Prov. Jawa Timur,Kab. Pamekasan,1.0
2024-10-23,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-23,Prov. Jawa Timur,Kab. Tuban,1.0
2024-10-23,Prov. Jawa Timur,Kab. Sampang,1.0
2024-10-23,Prov. Kalimantan Barat,Kab. Ketapang,1.0
2024-10-23,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-23,Prov. Jawa Timur,Kab. Banyuwangi,2.0
2024-10-23,Prov. Jawa Timur,Kab. Kediri,1.0
2024-10-23,Prov. Jawa Timur,Kab. Bojonegoro,2.0
2024-10-23,Prov. Jawa Tengah,Kab. Temanggung,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-10-23,Prov. Kalimantan Barat,Kab. Kuburaya,1.0
2024-10-23,Prov. Jawa Timur,Kab. Lamongan,1.0
2024-10-23,Prov. Kalimantan Barat,Kab. Landak,1.0
2024-10-23,Prov. Sumatera Barat,Kota Padang,1.0
2024-10-23,Prov. Kepulauan Bangka Belitung,Kota Pangkalpinang,1.0
2024-10-23,Prov. Nusa Tenggara Timur,Kab. Malaka,1.0
2024-10-23,Prov. Sumatera Utara,Kota Tanjung Balai,1.0
2024-10-23,Prov. Sulawesi Selatan,Kab. Sinjai,1.0
2024-10-23,Prov. Sulawesi Selatan,Kota Parepare,1.0
2024-10-23,Prov. Sulawesi Utara,Kab. Kep. Sangihe,1.0
2024-10-23,Prov. Sumatera Barat,Kab. Agam,2.0
2024-10-23,Prov. Sumatera Barat,Kab. Dharmasraya,1.0
2024-10-23,Prov. Sumatera Barat,Kab. Kepulauan Mentawai,1.0
2024-10-23,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-10-23,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-10-23,Prov. Sumatera Barat,Kota Sawah Lunto,2.0
2024-10-23,Prov. Sumatera Selatan,Kab. Muara Enim,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Purbalingga,1.0
2024-10-23,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Magelang,1.0
2024-10-23,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Kebumen,2.0
2024-10-23,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-10-23,Prov. Bali,Kab. Jembrana,1.0
2024-10-23,Prov. Banten,Kab. Lebak,1.0
2024-10-23,Prov. Banten,Kab. Tangerang,1.0
2024-10-23,Prov. Banten,Kota Tangerang,1.0
2024-10-23,Prov. Bengkulu,Kab. Muko-muko,1.0
2024-10-23,Prov. Bengkulu,Kota Bengkulu,2.0
2024-10-23,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-10-23,Prov. D.I. Yogyakarta,Kab. Kulon Progo,1.0
2024-10-23,Prov. D.I. Yogyakarta,Kab. Sleman,2.0
2024-10-23,Prov. D.I. Yogyakarta,Kota Yogyakarta,2.0
2024-10-23,Prov. D.K.I. Jakarta,Kota Jakarta Barat,1.0
2024-10-23,Prov. D.K.I. Jakarta,Kota Jakarta Pusat,1.0
2024-10-23,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-10-23,Prov. Gorontalo,Kab. Gorontalo,1.0
2024-10-23,Prov. Bali,Kota Denpasar,1.0
2024-10-23,Prov. Jawa Barat,Kab. Bandung,2.0
2024-10-23,Prov. Jambi,Kab. Muaro Jambi,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Jepara,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Blora,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Batang,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Banyumas,1.0
2024-10-23,Prov. Jawa Barat,Kota Tasikmalaya,1.0
2024-10-23,Prov. Jawa Tengah,Kab. Cilacap,1.0
2024-10-23,Prov. Jawa Barat,Kota Bandung,3.0
2024-10-23,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-23,Prov. Jawa Barat,Kab. Purwakarta,2.0
2024-10-23,Prov. Jawa Barat,Kab. Karawang,2.0
2024-10-23,Prov. Jawa Barat,Kab. Bogor,5.0
2024-10-23,Prov. Jawa Barat,Kota Bogor,1.0
2024-10-23,Prov. Jawa Barat,Kab. Bekasi,2.0
2024-10-24,Prov. Maluku,Kab. Seram Bagian Barat,1.0
2024-10-24,Prov. Lampung,Kab. Mesuji,2.0
2024-10-24,Prov. Lampung,Kab. Lampung Tengah,2.0
2024-10-24,Prov. Lampung,Kab. Lampung Selatan,1.0
2024-10-24,Prov. Kalimantan Timur,Kab. Kutai Kartanegara,1.0
2024-10-24,Prov. Jawa Timur,Kab. Sidoarjo,1.0
2024-10-24,Prov. Jawa Timur,Kab. Trenggalek,1.0
2024-10-24,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-24,Prov. Jawa Timur,Kab. Mojokerto,2.0
2024-10-24,Prov. Nusa Tenggara Barat,Kota Mataram,1.0
2024-10-24,Prov. Jawa Timur,Kab. Madiun,1.0
2024-10-24,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-24,Prov. Riau,Kota Pekanbaru,1.0
2024-10-24,Prov. Sumatera Barat,Kab. Pasaman Barat,1.0
2024-10-24,Prov. Sulawesi Selatan,Kab. Maros,1.0
2024-10-24,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,3.0
2024-10-24,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,1.0
2024-10-24,Prov. Sulawesi Selatan,Kab. Toraja Utara,1.0
2024-10-24,Prov. Sumatera Barat,Kab. Pasaman,1.0
2024-10-24,Prov. Sumatera Barat,Kota Pariaman,1.0
2024-10-24,Prov. Sumatera Barat,Kota Payakumbuh,2.0
2024-10-24,Prov. Sumatera Barat,Kota Solok,1.0
2024-10-24,Prov. Sumatera Selatan,Kab. Banyuasin,1.0
2024-10-24,Prov. Sumatera Selatan,Kab. Musi Rawas,1.0
2024-10-24,Prov. Sumatera Utara,Kab. Karo,1.0
2024-10-24,Prov. Jawa Timur,Kab. Lumajang,1.0
2024-10-24,Prov. Sulawesi Selatan,Kab. Barru,1.0
2024-10-24,Prov. Jawa Timur,Kab. Jember,1.0
2024-10-24,Prov. Nusa Tenggara Timur,Kab. Ngada,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Tegal,2.0
2024-10-24,Prov. Jawa Tengah,Kota Semarang,2.0
2024-10-24,Prov. Bali,Kab. Badung,1.0
2024-10-24,Prov. Bali,Kab. Tabanan,1.0
2024-10-24,Prov. Bali,Kota Denpasar,1.0
2024-10-24,Prov. Banten,Kota Tangerang,4.0
2024-10-24,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-10-24,Prov. D.I. Yogyakarta,Kota Yogyakarta,1.0
2024-10-24,Prov. Jawa Barat,Kab. Bandung,2.0
2024-10-24,Prov. Jawa Barat,Kab. Bandung Barat,1.0
2024-10-24,Prov. Jawa Barat,Kab. Bekasi,1.0
2024-10-24,Prov. Jawa Barat,Kab. Bogor,1.0
2024-10-24,Prov. Jawa Barat,Kab. Cianjur,1.0
2024-10-24,Prov. Jawa Barat,Kab. Subang,1.0
2024-10-24,Prov. Jawa Barat,Kota Bandung,2.0
2024-10-24,Prov. Banten,Kab. Tangerang,2.0
2024-10-24,Prov. Jawa Barat,Kota Cimahi,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Sukoharjo,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Sragen,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Semarang,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Kudus,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Kendal,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Purworejo,4.0
2024-10-24,Prov. Jawa Tengah,Kab. Jepara,2.0
2024-10-24,Prov. Jawa Tengah,Kab. Grobogan,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-24,Prov. Jawa Barat,Kota Depok,2.0
2024-10-24,Prov. Jawa Barat,Kota Cirebon,1.0
2024-10-24,Prov. Jawa Tengah,Kab. Kebumen,1.0
2024-10-25,Prov. Jawa Timur,Kab. Situbondo,1.0
2024-10-25,Prov. Lampung,Kota Metro,1.0
2024-10-25,Prov. Jawa Timur,Kota Kediri,1.0
2024-10-25,Prov. Jawa Timur,Kota Surabaya,1.0
2024-10-25,Prov. Kalimantan Selatan,Kota Banjarmasin,1.0
2024-10-25,Prov. Kalimantan Timur,Kab. Penajam Paser Utara,1.0
2024-10-25,Prov. Lampung,Kab. Pringsewu,1.0
2024-10-25,Prov. Lampung,Kota Bandar Lampung,1.0
2024-10-25,Prov. Nusa Tenggara Timur,Kab. Ende,1.0
2024-10-25,Prov. Sumatera Barat,Kota Padang Panjang,1.0
2024-10-25,Prov. Riau,Kota Pekanbaru,1.0
2024-10-25,Prov. Sulawesi Selatan,Kab. Pangkajene Kepulauan,1.0
2024-10-25,Prov. Sumatera Barat,Kab. Tanah Datar,1.0
2024-10-25,Prov. Sumatera Barat,Kota Padang,1.0
2024-10-25,Prov. Sumatera Utara,Kota Tanjung Balai,1.0
2024-10-25,Prov. Sumatera Barat,Kota Pariaman,1.0
2024-10-25,Prov. Sumatera Selatan,Kab. Banyuasin,1.0
2024-10-25,Prov. Sumatera Utara,Kab. Labuhan Batu Selatan,1.0
2024-10-25,Prov. Sumatera Utara,Kota Medan,1.0
2024-10-25,Prov. Jawa Timur,Kab. Sampang,1.0
2024-10-25,Prov. Nusa Tenggara Timur,Kota Kupang,3.0
2024-10-25,Prov. Jawa Timur,Kab. Nganjuk,1.0
2024-10-25,Prov. Jawa Tengah,Kab. Purbalingga,2.0
2024-10-25,Prov. Jawa Timur,Kab. Bojonegoro,1.0
2024-10-25,Prov. Jawa Timur,Kab. Mojokerto,1.0
2024-10-25,Prov. Bali,Kab. Gianyar,1.0
2024-10-25,Prov. Banten,Kota Tangerang,1.0
2024-10-25,Prov. D.I. Yogyakarta,Kab. Bantul,1.0
2024-10-25,Prov. D.I. Yogyakarta,Kab. Sleman,1.0
2024-10-25,Prov. D.K.I. Jakarta,Kota Jakarta Selatan,1.0
2024-10-25,Prov. Gorontalo,Kab. Gorontalo Utara,1.0
2024-10-25,Prov. Jawa Barat,Kab. Bandung,2.0
2024-10-25,Prov. Jawa Barat,Kab. Bogor,1.0
2024-10-25,Prov. Aceh,Kab. Aceh Besar,1.0
2024-10-25,Prov. Jawa Barat,Kab. Sukabumi,1.0
2024-10-25,Prov. Jawa Barat,Kab. Subang,1.0
2024-10-25,Prov. Jawa Tengah,Kota Salatiga,1.0
2024-10-25,Prov. Jawa Tengah,Kab. Wonosobo,1.0
2024-10-25,Prov. Jawa Tengah,Kab. Pemalang,2.0
2024-10-25,Prov. Jawa Timur,Kab. Bangkalan,1.0
2024-10-25,Prov. Jawa Tengah,Kab. Jepara,2.0
2024-10-25,Prov. Jawa Tengah,Kab. Demak,1.0
2024-10-25,Prov. Jawa Tengah,Kab. Banjarnegara,1.0
2024-10-25,Prov. Jawa Tengah,Kab. Pekalongan,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Sumba Timur,1.0
2024-10-26,Prov. Sumatera Utara,Kota Tebing Tinggi,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Ende,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Lembata,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Malaka,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Manggarai,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Manggarai Timur,1.0
2024-10-26,Prov. Nusa Tenggara Timur,Kab. Timor Tengah Utara,1.0
2024-10-26,Prov. Sumatera Barat,Kab. Solok Selatan,1.0
